smiles,Cyclin-dependent_kinase_2
O=C(Nc1cccc(Br)c1)c1nscc1NCCc1ccc2c(c1)OCO2,0.0
CC(O)C(C)Nc1nc(Nc2ccc(S(=O)(CC=O)=NS(=O)(=O)CC[Si](C)(C)C)cc2)ncc1Br,1.0
CCCN1CCC=C(c2ccc(Nc3nc(Nc4ccccc4C(N)=O)c4cc[nH]c4n3)c(C)c2)C1,0.0
O=C1NC(=O)c2ccc(I)cc2C1=CNCc1ccc(-c2cccnc2)c(O)c1,0.0
c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1,0.0
O=C(CO)Nc1c[nH]nc1C(=O)Nc1ccc(F)cc1,1.0
Cc1c(Nc2ncc(Cl)c(-c3cnc4ccccn34)n2)cnn1C1CCNCC1,1.0
CC(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1,1.0
c1cc2[nH]ncc2cc1-c1cc(CN2CCCCC2)no1,1.0
COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC,0.0
CC(C)Nc1c(-c2ccc3[nH]ncc3c2)nc2ncccn12,1.0
Cc1ncc(-c2ccnc(Nc3ccc(Cl)cc3)n2)n1C(C)C,1.0
CS(=N)(=O)Cc1cccc(Nc2ncc(F)c(-c3cccc4c3OCCC4)n2)c1,1.0
O=C(Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12)C1CC1,1.0
Cc1c(NC2CCCNC2)nc2ccnn2c1Nc1ccc(OCCN2CCOCC2)cc1,0.0
COc1ccc(CNC=C2C(=O)NC(=O)c3ccc(-c4ccoc4)cc32)cc1O,0.0
Fc1ccc(-c2nn3ccccc3c2-c2ccncc2)cc1,0.0
Nc1nc(N2CCOCC2)cc(N2CCC(C(=O)NCCc3ccc(O)cc3)CC2)n1,0.0
CCOC(=O)N=S(=O)(CC)c1ccc(Nc2ncc(Br)c(NC(C)C(C)(C)O)n2)cc1,1.0
CCCc1cc(-c2ccc3[nH]ncc3c2)on1,1.0
CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,0.0
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ccc1C(=O)c1c(F)cccc1F,1.0
Cc1ccc(NC(=O)c2nscc2NCc2ccncc2)cc1C(F)(F)F,0.0
N#Cc1ncc2nc1OCCCCCOc1cc(CCCO)c(Cl)cc1NC(=O)N2,0.0
CCC(C)C1CNC(=O)c2cc3cnc(Nc4ccc(N5CCN(C)CC5)cn4)nc3n21,0.0
OCCC(Nc1nc2ccc(-c3ccncc3)cc2s1)c1ccccc1,0.0
Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)cc3)c(O)c(=O)c2c1,1.0
O=C(Nc1cccc(C(F)(F)F)c1)c1nscc1NCc1ccccn1,0.0
Nc1nc2ccc(C(=O)c3ccccc3C(F)(F)F)cn2c1C(=O)c1c(F)cccc1F,0.0
c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCCO5)n3)c2c1,1.0
CCC(NC(=O)N1CCc2cnc(NC(C)CO)nc2C1)c1ccc(OC)c(Cl)c1,1.0
Cc1cnc(Nc2ccc(F)cc2Cl)nc1-c1c[nH]c(C(=O)NC(CO)c2cccc(Cl)c2)c1,1.0
CCC(NC(=O)N1CCc2cnc(NC(C)CO)nc2C1)c1ccc(F)c(F)c1,1.0
Nc1nc2ccc(C(=O)c3ccccc3Cl)cn2c1C(=O)c1c(F)cccc1F,1.0
OC1CCC(Nc2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,0.0
Cc1cccc(-c2nc(Nc3ccncc3)c3ccccc3n2)n1,0.0
CS(=O)(=O)Nc1ccc(Nc2cc(-c3cccc(Br)c3)[nH]n2)cc1,1.0
O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,1.0
Cc1cccc(C)c1NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1,1.0
Cc1[nH]c([N+](=O)[O-])c(C)c1-c1ccnc(Nc2ccc(F)cc2)n1,1.0
NCc1ccc(-n2c(-c3nonc3N)nc3cnccc32)cc1,0.0
CC(O)C(C)Nc1nc(Nc2ccc(S(=N)(=O)CCO)cc2)ncc1Br,1.0
CN(C)CC(OC(=O)N1Cc2c(NC(=O)c3ccccc3)n[nH]c2C1(C)C)c1ccccc1,0.0
COc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1OC,1.0
c1cc2cc(-c3ccc4cn[nH]c4c3)cnc2[nH]1,0.0
Cn1ncc2ccc(-c3cnc(NCC(N)Cc4ccc(C(F)(F)F)cc4)s3)cc21,0.0
CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(Nc3ccccc3)cc12,1.0
NC(CNc1nnc(-c2ccc3cnccc3c2)o1)Cc1ccc(C(F)(F)F)cc1,1.0
CS(=O)(=O)Nc1ccc(-c2cc(-c3ccccc3)cc(C(N)=O)c2N)cc1,0.0
COc1ccc(Cl)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,1.0
Cc1cc(CC(=O)Nc2cc(C3CC3)[nH]n2)ccc1-c1ccccc1,1.0
COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2c[nH]c3c(C)nccc23)n1,0.0
CN(C)S(=O)(=O)c1ccc2c(c1)C(=Cc1[nH]cc3c1CCOC3=O)C(=O)N2,1.0
Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(C(F)(F)F)c3)c(O)c(=O)c2c1,0.0
COCC(C)Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,1.0
O=C1NC(=O)c2ccc(I)cc2C1=CNCc1cc(O)c(-c2ccoc2)cn1,0.0
Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)C(C)O)CC4)cc3)n2)n1C(C)C,1.0
CCc1nn2ncccc2c1-c1ccnc(NC2CC2)n1,0.0
C#CCN(c1ccnc(Nc2ccc(OCC(O)CN(C)C)cc2)n1)c1cc(Cl)ccc1Cl,0.0
CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3cnc4ccccn34)n2)CC1,1.0
Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1NC(=O)C1CCCN1,0.0
CC(Oc1cc(-n2cnc3ccc(OCC(O)CO)cc32)sc1C(N)=O)c1ccccc1Cl,0.0
COc1ccc(-c2nc3c(NCCCNC(=O)C4CC(O)C4)c(Br)cnc3[nH]2)cc1,1.0
Cc1cc(N2CCCS2(=O)=O)c2oc(-c3ccc(O)c(O)c3)c(O)c(=O)c2c1,1.0
C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccnc(c2)OCC1,1.0
Nc1ccc(CC(=O)Nc2n[nH]c3ccc(N4CCCS4(=O)=O)cc23)cc1,1.0
CCOC(=O)N=S(=O)(CC)c1ccc(Nc2ncc(Br)c(NC(COC)C(C)O)n2)cc1,1.0
c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,1.0
O=C(Nc1n[nH]c2nc(-c3ccco3)c(Br)cc12)C1CC1,0.0
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,0.0
OCCNc1cc2cc(-c3cccnc3)ccc2cn1,1.0
Nc1nc(Nc2ccc(S(=O)(=O)NC(=O)CCN3CCOCC3)cc2)nn1C(=O)c1c(F)cccc1F,1.0
Cc1cc(Nc2ncc(Br)c(NC(C)C(C)(C)O)n2)ccc1S(C)(=N)=O,1.0
CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1,1.0
O=C1Nc2ccc(I)cc2C1=Cc1cc(Br)c(O)c(Br)c1,0.0
Cc1ccc(-c2ccc(C(=O)N(C)CCc3c[nH]c4ccccc34)cc2)cc1,0.0
NS(=O)(=O)c1ccc(Nc2cc(OC3CCCCC3)nc3ncnn23)cc1,1.0
COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,0.0
CC(C)(C)CCN1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCC3)CNC5=O)nc2)CC1(C)C,1.0
NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1,1.0
Cc1cccc(Nc2nccc3c2CN(C(=O)c2cc(C)n(C)c2C)CC3)c1,0.0
O=C(NC(c1ccc(Cl)c(Cl)c1)C1CCCNC1)c1ccc2cnccc2c1,0.0
O=C(Nc1cccc(OC(F)(F)F)c1)c1nscc1NCc1ccncc1,0.0
Nc1ccc(-c2nn3c(COc4ccc(Cl)cc4)nnc3s2)cc1,1.0
COc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1OC,1.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccc(C(=O)NCc4ccncc4)cc32)cc1,1.0
CS(=O)(=O)c1ccc(-c2nccc(-c3c[nH]c4cnccc34)n2)cc1,0.0
O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O,0.0
CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,1.0
CC(C)CC(=O)c1ccc2c(c1)C(=CNc1ccc(S(N)(=O)=O)cc1)C(=O)N2,1.0
CC1(C)CN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CCN1,0.0
COc1cccc(-n2ncc3c(NN=Cc4ccc(C)cc4)ncnc32)c1,0.0
CC1NC(c2ccc(Br)cc2)=Nc2nc3ccccn3c2C1=O,0.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,0.0
COC1CCN(c2nccc(Nc3cc4c(cn3)ncn4C(C)C)n2)CC1,0.0
O=C1Nc2ccc(Cl)cc2C1=Cc1ccccc1F,0.0
CC(CO)Nc1ncc2c(n1)CN(C(=O)NC(C)c1ccc(Cl)c(Cl)c1)CC2,1.0
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O,0.0
NS(=O)(=O)c1cccc(Nc2ncc3ccn(-c4ccccc4)c3n2)c1,1.0
CC(C)N(C)C(=O)c1c(-c2ccc3[nH]ncc3c2)nnn1Cc1ccccc1,1.0
Sc1nn2c(Cc3ccccc3)nnc2s1,0.0
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N(C)CCN)cn3)nc2n1C1CCCC1,0.0
COc1cc2ncn(-c3cc(OCc4cccs4)c(C(N)=O)s3)c2cc1OC,0.0
Cc1nc(N)c2ccn(C3CCN(C(=O)c4ccc(S(=O)(=O)F)cc4)CC3)c2n1,0.0
Clc1cccc(-n2cc(-c3ccccc3NCc3ccccn3)nn2)c1,0.0
CCCc1cc(NC(=O)c2ccc(Br)cc2)n[nH]1,1.0
CC(O)C(C)Oc1nc(Nc2ccc(S(=O)(=O)C3CC3)cc2)ncc1C(F)(F)F,1.0
N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,0.0
O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(C(=O)N4CCNCC4)cn3)nc12,1.0
CC(C)C(CO)Nc1nc(NCc2ccccc2O)c2ncn(C(C)C)c2n1,0.0
CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(NC(=O)CC)c3c2)cc1,1.0
CCCC(=O)Nc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3cc(OCCN4CCCC4)ccc3n2)c1,0.0
COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)c(C)c2)c1,0.0
COCCOc1ccc(CNC=C2C(=O)NC(=O)c3ccc(Br)cc32)cc1O,0.0
Nc1nccc(-n2cc(-c3ccccc3Cl)c3cnccc32)n1,1.0
Oc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,1.0
c1ccc2ncc(Nc3ccnc(Nc4ccc(OCCCN5CCCCC5)cc4)n3)cc2c1,0.0
CN1CCN(CCOc2cc(F)c(C(=O)c3c(N)nc4ccc(C(=O)c5c(Cl)cccc5Cl)cn34)c(F)c2)CC1,1.0
Cc1nccc2c1[nH]c1cc(OCC(N)=O)ccc12,0.0
O=C(O)c1ccc(C(=O)Nc2cc(C3CC3)[nH]n2)cc1,1.0
Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,1.0
NC(=O)Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,1.0
NC1CCC(Nc2nc3ccnn3c(Nc3ccc(F)c(Cl)c3)c2-c2ccccc2)CC1,0.0
O=C1Nc2ccc(-c3cnco3)cc2C1=CNc1ccc2c(c1)CS(=O)(=O)C2,1.0
NS(=O)(=O)c1ccc(Nc2nccc(-c3ccnc(N4CCOCC4)c3)n2)cc1,0.0
CN1CC=CCOCc2ccc(s2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,1.0
COc1cc(CNC=C2C(=O)NC(=O)c3ccc(Br)cc32)ccn1,0.0
CCCC(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,1.0
CNS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccccc32)cc1,1.0
CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(C)c(S(=O)(=O)N(C)C)c4)n3)ccn2)cc1,1.0
Cc1nc(C)c(-c2ccnc(Nc3cccc(F)c3)n2)s1,1.0
Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12,0.0
COc1ccc(-c2cc3nccn3c(Nc3ncccc3C(N)=O)n2)cc1OC,1.0
CC(C)Nc1cc(Cl)nc2c(C#N)cnn12,0.0
CCC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1,0.0
O=C1NCC2(CCCC2)n2c1cc1cnc(Nc3ccc(N4CCOCC4)nn3)nc12,0.0
Nc1cccc(-c2cc(Nc3ccc(S(N)(=O)=O)cc3)[nH]n2)c1,1.0
COCCS(=O)(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1,1.0
CC(=NNC(=N)N)c1cc(NC(=O)NCCCN(C)CCCNC(=O)Nc2cc(C(C)=NNC(=N)N)cc(C(C)=NNC(=N)N)c2)cc(C(C)=NNC(=N)N)c1,1.0
CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,1.0
NCCOc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,1.0
CCOc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(C)(=O)=NC#N)c2)ncc1F,1.0
CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12,0.0
COc1ccc(CNC=C2C(=O)NC(=O)c3ccc(F)cc32)cc1O,0.0
CC(=O)Nc1ccc2c(c1)C(=CNc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O,0.0
CS(=O)(=O)Nc1ccccc1-c1ccc2c(c1)Nc1ccccc1NC2=O,0.0
O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCC(N5CCCCC5)CC4)cn3)nc12,0.0
COc1ccc2[nH]c3c4[nH]c5ccc(OC)cc5c4c4c(c3c2c1)C(=O)NC4=O,0.0
NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3cccc(CO)c32)cc1,1.0
COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1,1.0
N=C(Nc1ccccc1)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21,0.0
Cc1ccc(Nc2nc3ccc([N+](=O)[O-])cc3[nH]2)nc1,0.0
CNC(=O)c1cncc(C=Cc2c(C)cccc2C)c1,0.0
CCC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,1.0
O=C1Nc2ccc(C(=O)O)cc2C1=Cc1[nH]cc2c1CCNC2=O,1.0
Cc1ncc(-c2ccnc(Nc3ccc(C#N)cc3)n2)n1C(C)C,1.0
Nc1ncnc2oc(-c3cccnc3)c(-c3ccc(NS(=O)(=O)c4ccccc4)cc3)c12,0.0
N#Cc1cccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)c1,1.0
COCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,1.0
CN(C)C(=O)c1cccc(-c2cnc(N)c(-c3nc4cccc(N5CCNCC5)c4[nH]3)n2)c1,0.0
Cc1cccc(N(C)c2cc(N3CCN(CC(=O)Nc4nc(-c5ccccc5)cs4)CC3)ncn2)c1,0.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3ccc(S(N)(=O)=O)cc32)cc1,1.0
NC1CCCN(c2c(Br)cccc2C=C2SC(=O)NC2=O)C1,0.0
O=C(NC(CO)c1ccc(Cl)c(F)c1)N1CCc2cnc(NC3CCOCC3)nc2C1,1.0
c1ccc(-c2cn(-c3ccc4ccccc4n3)nn2)c(NCc2ccncc2)c1,0.0
NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc(C(=O)O)cc32)cc1,1.0
CN1CCN(c2ccc(NC=C3C(=O)NC(=O)c4ccc(-c5ccc(C=O)cc5)cc43)cc2)CC1,0.0
c1ncc(-c2cc3cnc(Nc4ccc(N5CCNCC5)cn4)nc3n2C2CCCC2)o1,0.0
CCNC(=O)N1CCCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,1.0
CC(=O)NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1,1.0
CCS(=N)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,1.0
CN(C)c1ccc(C(=O)N2CCN(c3ncnc4c3CN(Cc3ccccc3)CC4)CC2)c2ccccc12,0.0
Nc1nccc(-n2cc(-c3ccoc3)c3cnccc32)n1,1.0
CC(C)Nc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,1.0
COc1ccccc1C(=O)c1ccc2nc(N)c(C(=O)c3c(F)cccc3F)n2c1,1.0
CN1CCC(n2cnc(-c3ccc(F)cc3)c2-c2ccnc(Nc3ccccc3)n2)CC1,0.0
O=C(O)c1ccccc1Nc1ncnc(Nc2ccc(F)cc2)n1,1.0
COc1cc(N2CCN(C)CC2)ccc1Nc1nccc(-c2c[nH]c3cnccc23)n1,0.0
COCC1CCCN1C(=O)C1CCCN1c1cc(Nc2cccc(Br)c2)ncn1,0.0
Clc1cccc(Nc2nccc(-c3ccnc(N4CCOCC4)c3)n2)c1,1.0
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,1.0
CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1,0.0
COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)ccc2[nH]1,0.0
NC(CNc1nnc(-c2ccc3[nH]nc(C4CC4)c3c2)s1)Cc1ccc(C(F)(F)F)cc1,1.0
CS(=O)(=O)CCNCc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,0.0
COCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C)n2)cc1,1.0
CC1=C(C(=O)Nc2ccc3[nH]ncc3c2)C(c2ccc(Cl)c(Cl)c2)CC(=O)N1,0.0
N=C1NC(=O)C(=Cc2ccc(-c3ccc(C(=O)O)cc3)o2)S1,0.0
CNC(=O)c1ncccc1Nc1nc(Nc2cc3c(cc2OC)CCCN3C(=O)CN(C)C)nc2[nH]ccc12,0.0
CCC(Nc1nc(NCc2cc(C)nc(C)c2)c2ncn(C(C)C)c2n1)C(C)O,1.0
COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3ccccc3)ccc2n1,0.0
CC1CC2CN1CCn1nc3c(cccc3c1O)-c1nc3c(cccc3nc1O)O2,1.0
COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(C=Cc3ccc(Cl)cc3)ccc2n1,1.0
CN(C)C1CCN(c2ccc(Nc3ncc4cc5n(c4n3)C3(CCCCC3)CNC5=O)nc2)CC1,0.0
CC1CC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CCN1,1.0
CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12,1.0
Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)s1,1.0
CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5cnc6[nH]ccc6c5)c4c3)cc2)CC1,1.0
Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CCCN4CCOCC4)cc3)n2)n1C(C)C,1.0
Cc1ccc(Nc2c(C(N)=O)cnc3ccc(-c4csc(NC(=S)Nc5ccccc5)n4)cc23)cc1,0.0
CC(C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2Cc3ccccc3C2=O)cc1,1.0
CSc1ncc2c(n1)CCc1cnc(Nc3ccc(C(=O)N(C)CCN(C)C)cc3)nc1-2,1.0
ClC(Cn1ncc2c(NCc3ccccc3)ncnc21)c1ccccc1,0.0
Nc1nc(N2CCOCC2)cc(N2CCC(C(=O)NCc3cccs3)CC2)n1,0.0
O=C(Nc1cccc(C(F)(F)F)c1)c1nscc1NCCc1ccc2c(c1)OCO2,0.0
NS(=O)(=O)c1ccc(Nc2cncc(Cl)n2)cc1,0.0
NS(=O)(=O)c1ccc(Nc2cc(-c3ccc(F)cc3)[nH]n2)cc1,1.0
NS(=O)(=O)c1ccc(NN=C2C(=O)Nc3cccc(Oc4ccccc4)c32)cc1,1.0
COc1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3)cnn2n1,0.0
CN1CCN(c2ccc(Nc3cc(-c4c[nH]c5ccccc45)ncn3)cc2)CC1,0.0
COC(=O)c1ccc2c(c1)C(=CNc1ccc(S(N)(=O)=O)cc1)C(=O)N2,1.0
COc1ccc2c(-c3ccnc(Nc4ccc(C#N)cc4)n3)cnn2n1,1.0
Nc1cncc(Cl)n1,0.0
COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(C(=O)O)c4)cc3)ccc2[nH]1,0.0
CC(=O)NC1CN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1,1.0
COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2)cc1,0.0
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCC(N)c3ccccc3)cc21,0.0
O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCNCC4)cn3)nc12,1.0
NC(=O)c1sc(-n2cnc3cc(C(F)(F)F)ccc32)cc1OCc1ccccc1Br,0.0
COc1ccc2c(c1Cl)C(=NNc1ccc(S(N)(=O)=O)cc1)C(=O)N2,1.0
Nc1ccccc1NC(=O)CCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)cc1,0.0
CCN(CC)CCNC(=O)c1ccc(-c2cnc3ccc(NCC4CC4)nn23)cc1,0.0
CN=S(C)(=O)c1ccc(Nc2ncc(Br)c(NC(C)C(C)O)n2)cc1,1.0
O=C1Nc2ccccc2C1=CNc1ccc(S(=O)(=O)Nc2nccs2)cc1,1.0
Cc1cnc(N)nc1OCC(C)(C)CO,0.0
O=[N+]([O-])c1cccc(-c2nnc3ccc(N4CCCCC4)nn23)c1,1.0
